root_hair	non-hair_epidermis	QC	Stele	xylem_pole_pericycle	lateral_root_cap	Lateral_root	phloem_pole_pericycle	protophloem	developing_xylem	endodermis	companion_cells	Stele
AT1G03330	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10480	1	1	1	1	0	1	1	1	1	0	1	1	1
AT1G47740	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G51670	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G04390;AT5G04800;AT2G05220	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G10900	0	0	0	0	1	0	0	0	0	1	0	0	0
AT1G69430	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G22600	0	0	1	0	0	1	0	1	1	0	0	0	1
AT1G65080	0	0	0	1	0	0	0	0	1	0	0	0	1
AT1G77200	0	1	1	0	0	1	0	0	0	0	0	0	0
AT1G67635	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G25850	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G38550;AT5G38540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G47540	0	0	1	1	1	0	1	1	1	0	1	1	1
AT1G14120	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G27390	0	0	0	0	0	0	0	1	0	0	0	0	0
AT3G54690	1	1	1	1	1	1	1	1	1	1	1	0	1
AT5G46830	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54180	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G06670	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G13410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G21270	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28360	0	0	1	1	1	1	1	1	1	0	1	0	1
AT3G53470	1	1	0	1	0	1	0	0	1	0	1	0	1
AT1G20050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G39510	0	0	0	0	0	0	0	1	1	0	0	0	0
AT3G05960	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24400	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G53980	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G09800	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G20560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60565;AT1G31210	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G02250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G57820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G34290	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G09340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G61750	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16950	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G27650	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G79000	1	1	1	0	0	1	1	1	1	1	1	1	1
AT4G38180	0	1	1	1	1	1	1	1	0	1	1	0	0
AT1G08470	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G16490	1	1	1	1	1	1	1	1	0	1	1	1	1
AT5G35930	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G25855	0	0	0	0	0	0	0	0	1	0	0	0	0
AT4G19620	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G61010	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G01800	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G46920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G52020	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G57620	0	0	1	1	1	0	1	1	0	0	1	0	1
AT2G07751;ATMG00990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G14415;AT3G14420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G45700	0	0	0	0	1	0	1	1	1	1	1	1	1
AT3G16750	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G68100	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G41860	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53560	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G60300	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G04050	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52850	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G23390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G75250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G27740	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G66260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G18290	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G26520	0	1	1	1	1	1	0	0	1	1	1	0	1
AT3G22680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G59940	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G48720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G44370	0	0	1	0	0	0	0	0	0	0	1	0	0
AT2G37050	0	0	1	1	1	0	1	1	1	1	1	1	1
AT1G48210	1	0	0	1	1	0	1	1	1	0	1	1	1
AT1G33670	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G22100	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G26060	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G49750	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52650	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55360	0	0	1	1	1	1	1	1	1	0	1	1	1
AT4G07390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G07850	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G11780	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G26830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G30220	1	1	1	1	1	1	0	0	1	0	1	0	1
AT1G63130	0	1	1	1	1	1	1	1	1	1	1	0	1
AT5G62930	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G14910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04400	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G66890	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G29850;AT2G29605	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70280	0	1	1	1	1	0	1	1	1	1	1	1	1
AT1G77370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G14290	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07650	0	0	0	0	0	0	0	1	0	0	0	1	0
AT1G73410	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G53668;AT3G53670	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G29860	0	0	1	1	0	0	0	0	0	0	1	0	1
AT1G18640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10330	0	0	0	1	0	0	1	1	0	1	0	0	0
AT5G06940	1	1	1	1	1	1	1	0	1	1	1	1	1
AT3G43750	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G06260	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G17420	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G61090	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G17930	0	1	1	1	1	0	1	1	0	1	0	1	0
AT3G13580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G72080	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79170	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13000	0	0	0	1	1	1	0	0	1	0	1	0	1
AT3G57990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G39200;AT5G39140;AT5G39170	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G39680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G09970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G43550	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G05550	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50190	0	0	0	0	0	0	1	0	0	0	1	0	0
AT3G02680	0	1	1	1	0	1	0	0	1	1	0	0	1
AT1G54030	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G27240	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G21120	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G54540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06520	0	0	0	1	0	0	0	0	0	0	0	0	1
AT5G53830	0	0	0	1	0	0	0	0	0	0	0	0	1
AT3G05810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G53320	0	0	0	1	1	0	1	0	0	1	0	0	0
AT1G52190	0	0	0	1	1	0	0	0	0	1	0	0	1
AT5G57790	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28210	0	0	1	1	1	1	1	1	1	1	1	1	0
AT5G01970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G13670	0	0	0	1	0	0	0	0	1	1	0	1	1
AT3G20410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G16800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12450	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G45870	0	0	0	1	0	0	0	0	0	1	1	0	1
AT3G12960	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64310	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G68270	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G61600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60470	0	0	0	0	0	0	0	0	0	0	0	0	0
ATMG00530;AT2G07776	0	1	1	1	0	1	0	0	1	0	1	0	1
AT1G34140	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24575	0	0	0	0	0	0	0	0	0	0	0	1	0
AT4G16340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08320	1	1	1	0	0	0	0	0	0	0	1	1	1
AT1G26690	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G78550	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G42420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G48890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G22270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G05900	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G16600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01550	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G41710	0	1	0	0	0	0	0	0	0	0	0	0	1
AT1G75100	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G56660	0	0	0	1	0	0	0	0	0	1	1	0	1
AT2G46290;AT2G46280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G63400	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G23750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G52700	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G29360	0	0	1	1	1	1	1	0	1	1	1	1	1
AT1G66110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G23240	0	0	0	0	0	0	0	0	1	0	0	0	0
AT4G18140	1	0	1	1	1	1	1	1	1	1	1	1	1
AT5G61605	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G15790	0	0	0	0	0	0	1	0	0	0	0	0	0
AT3G22530	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G55950	0	0	0	1	0	0	0	0	1	1	0	0	1
AT1G33520	1	1	1	1	1	1	1	1	1	1	0	1	1
AT3G62590	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55210	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G03350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G03860	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G49600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G59171	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52500	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07700	0	0	0	0	0	0	1	1	0	0	0	1	0
AT3G58460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G17590	0	0	0	1	1	0	0	0	0	0	0	0	0
AT3G11630	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G10920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G69450	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G53140;AT3G53130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70130	0	0	0	1	1	0	1	1	1	0	0	1	1
AT1G22620	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G66740	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51690	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13170	1	1	1	1	1	1	1	1	1	1	1	1	1
ATMG00570;AT2G07716	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G77220	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G29710	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G25870	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G32610	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G43600	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G06690	0	1	1	1	0	0	0	1	0	0	0	1	1
AT3G47560	0	0	0	0	1	0	1	1	0	0	0	0	0
AT1G14140	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G28380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G50240	0	1	1	1	1	1	0	0	1	0	0	0	1
AT1G02730	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G13430	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G21290	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07705	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G46850	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G20070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G05980	1	1	1	1	0	1	0	0	0	0	1	0	1
AT1G47765	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G57840	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G06110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G02270	1	1	1	0	1	1	1	1	1	0	1	1	1
AT4G39530	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G09360	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09820	0	1	1	1	1	1	1	1	1	1	0	0	1
AT3G27670	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G37620;AT3G53750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64480	1	1	0	0	0	1	0	0	1	0	1	0	1
AT4G05400	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G61770	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G16970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02530	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G64900	0	1	1	1	1	1	1	1	1	0	1	1	1
AT1G64140;AT1G64142	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G46940	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G04070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G19640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G01820	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G42590	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G16770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G41880	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G53580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G45720	0	1	1	1	0	1	0	0	0	0	1	0	1
AT1G68120	0	0	1	1	1	0	0	0	1	1	0	0	1
AT3G12810	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52870	0	1	1	1	1	1	1	1	1	0	1	1	1
AT1G56710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G44318	1	1	0	1	0	1	0	0	1	0	1	1	1
AT3G19900	0	0	0	0	0	0	1	1	1	0	0	1	1
AT5G63570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G75270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G27760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G30150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78400	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G26080	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G26540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G37070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G64905	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G48230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G01910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G48740	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G22120	0	0	1	1	1	0	1	1	1	1	1	1	1
AT3G56510	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G52670	0	0	1	0	0	0	0	0	0	0	1	0	0
AT1G07870	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G23600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G29210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G36360	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G63150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30240	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15640	1	1	1	0	1	0	1	1	0	0	1	1	1
AT5G26850	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G55800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67500	1	1	0	1	1	0	1	1	1	1	0	1	1
AT2G17180	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G22790	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G62950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04420	0	1	0	0	1	0	1	1	0	0	0	0	0
AT3G62440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14930	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G73430	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G29880	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74055	0	0	0	1	0	0	0	1	1	0	0	0	1
AT3G03710	0	0	1	1	1	0	1	1	0	1	0	0	0
AT3G07670	0	0	0	0	0	0	1	1	1	0	0	1	0
AT1G77390	0	1	1	1	1	1	1	0	1	1	1	1	1
AT1G47610	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G06960	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G44900	1	0	0	0	0	0	0	0	0	0	0	0	0
ATMG00080;ATMG00090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G18660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G43260	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G43770	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23605	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G51540	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G17440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G17950	0	0	0	0	0	0	1	0	0	0	0	1	1
AT1G18320;AT3G10110	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G36730;AT1G36732	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G13020	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G79190	0	1	1	1	1	1	1	1	0	1	1	1	1
AT3G25720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G05570	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G27260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06540	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G21140	0	0	0	1	1	0	1	1	1	0	0	1	1
AT5G46700	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G54050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G54560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G13690	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G20430	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G53340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G53850	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G05830	1	1	1	1	0	1	1	0	0	0	1	0	1
AT1G28230	1	1	1	1	0	1	0	1	1	0	1	0	1
AT5G01990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G68290	1	0	0	1	1	1	0	0	1	0	1	0	1
AT4G02120	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G27520	0	1	1	1	1	1	0	0	0	1	1	0	1
AT3G60490	0	0	0	1	1	0	1	1	1	0	0	1	1
AT1G12470	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G16820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G61620	0	0	0	1	0	0	0	0	0	0	1	0	1
AT3G12980	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64330	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G34160	0	1	1	1	1	1	1	1	1	1	0	1	1
AT1G06870;AT2G30440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08340	1	0	0	1	0	1	0	0	1	1	0	1	1
AT5G35800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G16360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G78570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G42950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G42440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G38050	0	1	1	1	1	1	1	0	1	1	1	1	1
AT3G16620	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G41730	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01570	0	1	1	0	0	1	1	0	0	0	1	1	1
AT1G53430	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G05920	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G29380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G66130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G15910	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G23770	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G56680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G18160	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G63420	0	0	1	1	1	0	1	0	0	1	0	0	0
AT1G27610	0	0	0	0	0	0	0	0	1	0	0	1	0
AT3G59810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G22550	0	0	0	1	1	0	0	1	0	0	0	1	0
AT5G55970	1	1	1	1	0	1	1	1	1	1	1	1	1
AT1G67670	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G26900	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04590	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G33540	0	1	0	0	0	0	0	0	0	0	0	0	0
AT3G44240	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G52520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G03880	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G42955	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G33080	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G03370	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G49620	0	1	1	1	0	1	0	0	1	1	1	0	1
AT3G11650	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G26700	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G63510	0	0	1	1	1	1	0	0	0	1	1	0	1
AT4G36210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G63000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G66760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G62800	0	0	1	0	1	1	0	0	1	0	0	1	0
AT5G10940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G69470	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G25890	0	1	1	1	1	1	1	0	0	1	0	1	1
AT1G77240	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G39110;AT3G42720;AT2G06720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G10200	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G28860;AT2G28850	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G18510	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13450	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G17800	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G02750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G51900	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G09840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G20090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17033	0	1	1	1	1	1	0	1	0	0	1	0	1
AT1G24440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G57860	0	1	1	1	0	1	1	0	1	1	1	1	1
AT4G02290	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G39550	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G61790	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G27690	0	0	0	1	0	0	1	0	0	0	0	0	0
AT1G32210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G79040	0	0	1	1	0	1	1	1	1	0	1	1	1
AT4G05420	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G50060	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G27110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13195	0	0	0	0	0	0	1	0	1	0	0	0	1
AT5G35970	1	1	1	1	1	1	1	1	0	1	1	1	1
AT5G64920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02550	0	1	1	1	1	1	1	0	1	1	1	1	1
AT5G57660	1	1	1	1	1	1	1	1	0	0	1	1	1
AT1G52060	1	1	1	1	1	1	1	1	1	0	1	1	1
AT5G01840	0	1	1	1	1	0	1	1	1	0	0	1	1
AT1G13540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G19660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G46960	1	1	1	1	1	1	1	1	1	1	1	1	1
