245668_at,DRM1,
245668_at,DYL1,
245669_at,LEC2,
245670_at,ATJ1,
245671_at,ATPUP1,
245671_at,PUP1,
245672_at,NA,
245673_at,NA,
245674_at,NA,
245675_at,NA,
245676_at,NA,
245677_at,NA,
245678_at,NA,
245679_at,ZIP4,
245680_at,PGN,
245681_at,A/N-InvA,
245682_at,NA,
245683_at,UBP8,
245684_at,RHF2A,
245684_at,RHF2A,
245685_at,ATE2FB,
245685_at,E2F1,
245685_at,E2FB,
245686_at,ATJ2,
245686_at,J2,
245687_at,DEG15,
245688_at,AGP31,
245688_at,AGP31,
245689_at,NA,
245690_at,ATPAL3,
245690_at,PAL3,
245691_at,ELF6,
245692_at,BHLH101,
245693_at,WCRKC2,
245694_at,NA,
245695_at,NA,
245696_at,PKS4,
245697_at,AtMC9,
245697_at,AtMCP2f,
245697_at,MC9,
245697_at,MCP2f,
245698_at,NA,
245699_at,NA,
245700_at,ACA3,
245700_at,ATACA3,
245701_at,FD-GOGAT,
245701_at,GLS1,
245701_at,GLU1,
245701_at,GLUS,
245702_at,ATSYTC,
245702_at,NTMC2T1.3,
245702_at,NTMC2TYPE1.3,
245702_at,SYT3,
245702_at,SYTC,
245702_at,ATSYTC,
245702_at,NTMC2T1.3,
245702_at,NTMC2TYPE1.3,
245702_at,SYT3,
245702_at0,SYTC,
245703_at,NA,
245704_at,KTF1,
245704_at,SPT5L,
245705_at,NA,
245706_at,NA,
245707_at,NAC077,
245707_at,anac077,
245708_at,NA,
245709_at,NA,
245710_at,NA,
245711_at,C2H2,
245711_at,CZF2,
245711_at,ZAT6,
245712_at,ATLDA,
245712_at,ATPU1,
245712_at,LDA,
245712_at,PU1,
245713_at,NAMT1,
245713_at,NAMT1,
245714_at,AtRZ-1c,
245714_at,RZ-1c,
245715_s_at,NA,
245716_at,NDC1,
245716_at,NDC1,
245717_at,NA,
245718_at,GYRB3,
245719_at,GYRB3,
245720_at,NA,
245721_s_at,NA,
245722_at,NA,
245723_at,NA,
245724_at,NA,
245725_at,ATSUS6,
245725_at,SUS6,
245726_at,ATHDG11,
245726_at,EDT1,
245726_at,HDG11,
245727_at,NA,
245728_at,NA,
245729_at,NA,
245730_at,NA,
245731_at,ATMKK9,
245731_at,MKK9,
245732_at,NA,
245733_at,NA,
245734_at,NA,
245735_at,ATMYB54,
245735_at,MYB54,
245736_at,ATDR4,
245736_at,DR4,
245737_at,NA,
245738_at,NA,
245739_at,CYCA1;1,
245740_at,AAP5,
245741_at,NA,
245742_at,ALDH3H1,
245742_at,ALDH4,
245743_at,NA,
245744_at,NA,
245745_at,NA,
245746_at,bHLH115,
245747_at,NA,
245748_at,NA,
245749_at,NA,
245750_at,HTA10,
245751_s_at,NA,
245752_at,NA,
245753_at,NA,
245754_at,NA,
245755_at,NA,
245756_at,NA,
245757_at,EXL1,
245757_at,PHI-1,
245758_at,KAN2,
245759_at,NA,
245760_s_at,NA,
245761_at,NA,
245762_at,NA,
245763_at,NA,
245764_s_at,NA,
245765_at,NA,
245766_at,NA,
245767_at,NA,
245768_at,NA,
245769_at,ATINT2,
245769_at,INT2,
245770_at,NA,
245771_at,NA,
245772_at,NA,
245773_at,NA,
245774_at,ATTCP24,
245774_at,TCP24,
245775_at,ATCIPK23,
245775_at,CIPK23,
245775_at,LKS1,
245775_at,PKS17,
245775_at,SnRK3.23,
245776_at,NA,
245777_at,NUDT21,
245777_at,atnudt21,
245778_at,NA,
245779_at,NA,
245780_at,NA,
245781_at,SBP1,
245781_at,SBP1,
245782_at,NA,
245783_s_at,NA,
245784_at,NA,
245785_at,ATCSLD6,
245785_at,CSLD6,
245786_at,AtbZIP68,
245786_at,bZIP68,
245787_at,ATIWS1,
245787_at,HNI9,
245787_at,IWS1,
245788_at,NA,
245789_at,NA,
245790_at,ACT1,
245790_at,ATS1,
245791_at,ATDAD1,
245792_at,ATPRR1,
245792_at,PRR1,
245793_at,NA,
245794_at,XTH30,
245794_at,XTR4,
245795_at,NA,
245796_at,ATP8,
245796_at,AtRCD1,
245796_at,CEO,
245796_at,CEO1,
245796_at,RCD1,
245797_at,NA,
245798_at,NA,
245799_at,AtRLP6,
245799_at,RLP6,
245800_at,AT-HSFB4,
245800_at,HSFB4,
245800_at,SCZ,
245801_at,NA,
245802_at,NA,
245803_at,RD21,
245803_at,RD21A,
245804_at,NA,
245805_at,NA,
245806_at,Lhca5,
245807_at,RAP2.1,
245808_at,ATRBP1,
245808_at,RBP1,
245809_at,SQE1,
245809_at,XF1,
245810_at,NA,
245811_at,NA,
245812_at,NA,
245813_at,NA,
245814_at,BUB3.2,
245815_at,NA,
245816_at,ATSOFL1,
245816_at,SOFL1,
245817_at,NA,
245818_at,NA,
245819_at,AGL10,
245819_at,CAL,
245819_at,CAL1,
245820_at,NA,
245821_at,NA,
245822_at,DCP5,
245823_at,NA,
245824_at,ATPUP17,
245824_at,PUP17,
245825_at,ATSK42,
245825_at,SK42,
245826_at,NA,
245827_at,NA,
245828_at,ORTH2,
245828_at,VIM1,
245828_at,ORTH2,
245828_at,VIM1,
245829_at,NA,
245830_at,NA,
245831_at,NA,
245832_at,EMB1144,
245832_at,EMB1144,
245833_at,NA,
245834_at,NA,
245835_at,NA,
245836_at,NA,
245837_at,TPR6,
245838_at,NA,
245839_at,NA,
245840_at,NA,
245841_s_at,NA,
245842_at,RXF26,
245843_at,NA,
245844_at,NA,
245845_at,AtPERK10,
245845_at,PERK10,
245846_at,NA,
245847_at,AtMYB64,
245847_at,MYB64,
245848_at,FY,
245849_at,NA,
245850_at,KEG,
245851_at,KEG,
245852_at,EMB3136,
245853_at,NA,
245854_at,AAC2,
245855_at,SULTR4;1,
245856_at,NA,
245857_at,NA,
245858_at,NA,
245859_at,ATNEK3,
245859_at,NEK3,
245860_at,NA,
245861_at,NA,
245862_at,NA,
245863_s_at,NA,
245864_at,NA,
245865_at,NA,
245866_s_at,NA,
245867_at,ATATP-PRT1,
245867_at,ATP-PRT1,
245867_at,HISN1A,
245868_at,CAT2,
